outOfDomain	Which hotel is a better value for the money?
outOfDomain	Are the bathrooms kept pretty tidy?
outOfDomain	Can you please expound whether that hotel has clean rooms?
outOfDomain	Did the shower has a strong water pressure?
outOfDomain	Do you think it provides a good value for the price?
outOfDomain	Are the bathrooms kept in a clean condition?
outOfDomain	How does it compare in terms of value for money?
outOfDomain	Does it have a clean bathroom?
outOfDomain	Can you also confirm if they have a friendly staff?
outOfDomain	Does the Acorn Guest House have a clean room?
outOfDomain	Does this place have clean rooms?
outOfDomain	I want a place with a big room. Does this fit the bill?
outOfDomain	Is this place a good value for the money?
outOfDomain	Does this place have a friendly staff?
outOfDomain	Sounds good. Could I get the best bang for my buck from there?
outOfDomain	Is that a place that is known for having good breakfast options?
outOfDomain	Does Autumn House have a large room?
outOfDomain	First I would like to know, do they have big rooms available?
outOfDomain	Is the internet connection stable there?
outOfDomain	Is it in a quiet place?
outOfDomain	Does this place offer stable wifi?
outOfDomain	Does this place have a friendly staff?
outOfDomain	Is the view of 63 milton road any good?
outOfDomain	How quiet is the area surrounding the hotel?
outOfDomain	Do they have large rooms available?
outOfDomain	do they have nice breakfast options?
outOfDomain	It must have comfortable beds. Do you have any information about this?
outOfDomain	breakfast, is it good?
outOfDomain	Does the Gonville have clean bathrooms?
outOfDomain	Do they employ staff that are courteous and nice?
outOfDomain	I'd like to get a larger room there. Does this hotel have one?
outOfDomain	Can you tell me what kind of reviews the staff have? I want to make sure that they are nice.
outOfDomain	Can you tell me first if the internet connection is strong and stable?
outOfDomain	Does the Marriott offer a good value?
outOfDomain	Can you tell me what stars the bathroom has for being clean? I don't want anything dirty.
outOfDomain	Does this hotel have clean bathrooms?
outOfDomain	Is it in a good location?
outOfDomain	The first one sounds good. Is the room going to be clean there?
outOfDomain	I'm looking for a good-sized room. What's the square footage for guest rooms?
outOfDomain	Is this hotel a quiet place?
outOfDomain	Wait are the rooms big in this place?
outOfDomain	Does it offer a good value for money?
outOfDomain	Are the bathrooms really clean?
outOfDomain	did the room had a good view?
outOfDomain	How are the beds there?
outOfDomain	Can you check whether the Gonville hotel is in a good, convenient location?
outOfDomain	Does it have a good view from the room?
outOfDomain	First can you tell me if the shower water pressure there is up to snuff?
outOfDomain	I prefer a friendly staff are they?
outOfDomain	Is that place in a good locale?
outOfDomain	Is Cityroomz located in a good place?
outOfDomain	Is it in a good location?
outOfDomain	How clean are the rooms rated for the El Shaddai Hotel?
outOfDomain	Is the centre of town a good location for a hotel room?
outOfDomain	Is the room quite large there?
outOfDomain	What does the reviews say in regards to housekeeping and room cleanlines?
outOfDomain	Are there rooms that offer a good view there?
outOfDomain	Is the Lensfield Hotel in a quiet place?
outOfDomain	What type of location is that bed and breakfast in?
outOfDomain	Yes, can you tell me if this hotel happens to have clean rooms?
outOfDomain	Only if it has good breakfast options! Does it?
outOfDomain	Does this place have clean bathrooms?
outOfDomain	Only if the beds are comfortable. How are they?
outOfDomain	Does the hotel also offer clean bathrooms?
outOfDomain	Is that the best deal for my money?
outOfDomain	Are the bathrooms clean?
outOfDomain	Does the place come with a comfortable bed?
outOfDomain	Does it have a room with clean bathrooms?
outOfDomain	Do they have a good view from the rooms?
outOfDomain	Would you consider that place a good value for the money?
outOfDomain	Do they have friendly staff?
outOfDomain	Is Hobsons House in a quiet place?
outOfDomain	Is their staff friendly?
outOfDomain	Can you tell me how big the room is I need a lot of space?
outOfDomain	Are the bathrooms kept really clean?
outOfDomain	Is Acorn Guesthouse in a good location?
outOfDomain	Sounds crazy but I first need to make sure the shower will have good strong water pressure
outOfDomain	Is the Acorn Guest House located in a good location?
outOfDomain	Does this place have a friendly staff?
outOfDomain	Does this place have a good view from my room?
outOfDomain	Is the hotel staff friendly?
outOfDomain	Is the bathroom there clean?
outOfDomain	Is the bed there comfy or not?
outOfDomain	Does the acorn guest house offer free and stable wifi?
outOfDomain	All the places are in a good location?
outOfDomain	Can you book whichever one has a good view from the room?
outOfDomain	Is the bed comfortable, because that is what I need?
outOfDomain	Is the view good from my room?
outOfDomain	Is this place in a good location?
outOfDomain	Does this guest house offer good breakfast options?
outOfDomain	Are their locations good?
outOfDomain	Are the beds nice and comfy there?
outOfDomain	What are the breakfast options at Finches Bed and Breakfast?
outOfDomain	Can you tell me if the internet is stable?
outOfDomain	Is the Carolina bed and breakfast in a quiet place?
outOfDomain	What kind of value will I get for my money there?
outOfDomain	Is it in a quiet part of town?
outOfDomain	Can you please verify that it will have strong water pressure in the bathroom?
outOfDomain	Thanks, is either hotel in a quiet area?
outOfDomain	Does this location have stable wifi?
outOfDomain	I need a stable internet connection. Does it have that?
outOfDomain	Is the hotel quiet?
outOfDomain	Will you tell me if they have big rooms?
outOfDomain	First can you tell me if the rooms are cleaned regularly?
outOfDomain	Do the bathrooms have strong water pressure?
outOfDomain	Yes, can you tell me if the hotel is often noisy?
outOfDomain	Yes, does the hotel have friendly staff overall?
outOfDomain	are the breakfast options decent?
outOfDomain	Is the staff kind there?
outOfDomain	Does the a & b guesthouse have big rooms?
outOfDomain	Does it have a good view from the room?
outOfDomain	Is this hotel a good value for the money I will be spending?
outOfDomain	Is it in a good location?
outOfDomain	Thanks, does that place also have clean bathrooms?
outOfDomain	Is it close from the downtown or other attractions?
outOfDomain	Is the neighborhood around the Cambridge Belfy Hotel quiet?
outOfDomain	How is the staff there, are they friendly?
outOfDomain	Do they have any rooms with pretty views?
outOfDomain	Are the beds considered comfortable?
outOfDomain	Is this a place with comfortable beds?
outOfDomain	Is it a quiet place?
outOfDomain	Are the beds in the Acorn guest house comfortable?
outOfDomain	Is the room going to be clean and smell nice?
outOfDomain	Is the location a good one?
outOfDomain	Do they have internet in their rooms and is it a good connection?
outOfDomain	What type of view does the room there offer?
outOfDomain	Please tell me about breakfast options at the guesthouse.
outOfDomain	Is that hotel located in a good spot for travlers?
outOfDomain	Which hotel has a more decent locale?
outOfDomain	Can you also confirm whether that hotel is a quiet place to stay?
outOfDomain	Is the view from the room good?
outOfDomain	Great! Is this a good value though?
outOfDomain	Does this place have stable wifi?
outOfDomain	Does this place have clean rooms?
outOfDomain	Are the rooms clean?
outOfDomain	Do they have good breakfast options?
outOfDomain	Are the rooms large at the Allenbell?
outOfDomain	Is this place in a good location?
outOfDomain	Can you find out if they have strong water pressure in the shower?
outOfDomain	How large are the rooms there?
outOfDomain	Can you tell me about the view from the room I'd like a nice view?
outOfDomain	Whatever the price is, I want good value for the money. Is A and B Guesthouse a good value?
outOfDomain	I need a really good internet connection do they have that there?
outOfDomain	Does it have a good WIFI connection?
outOfDomain	Do they have clean bathrooms?
outOfDomain	Is the Ashley hotel near good places to go to?
outOfDomain	Can you please tell me if either of those have a stable internet connection?
outOfDomain	How is the staff at the Acorn?  I want to make sure they are friendly.
outOfDomain	Is the location for the Autumn House in a pretty good area?
outOfDomain	Yeah, but do they have the real showers that have strong water pressure?
outOfDomain	Is the view good?
outOfDomain	Are the rooms clean there?
outOfDomain	Does it have friendly staff?
outOfDomain	Are the rooms clean and well maintained?
outOfDomain	Also, does the hotel happen to rooms with a good view?
outOfDomain	Does it have clean rooms?
outOfDomain	before we book can you tell me if the area is quiet? I don't want a lot of noise!
outOfDomain	Are the rooms equipped with nice views?
outOfDomain	Is this a place with big guest rooms?
outOfDomain	are the options for breakfast good?
outOfDomain	Does the Hamilton Lodge usually have clean rooms?
outOfDomain	Does this place have a good view of the sea?
outOfDomain	I need a room with a lot of space, roomy, does it have that?
outOfDomain	Does it have a bug free and tidy bathroom?
outOfDomain	Does the place come with a clean bathroom?
outOfDomain	How are the states of their bathrooms?
outOfDomain	I need a big room are they big?
outOfDomain	Does the Hamilton Lodge have rooms with nice views?
outOfDomain	Does this hotel have a 5 star staff?
outOfDomain	Does it have stable internet?
outOfDomain	Are the bathrooms pretty clean?
outOfDomain	Does this place have a good view?
outOfDomain	Does this place have stable wifi?
outOfDomain	could you tell me if the bathrooms are clean there?
outOfDomain	I'd like to get a room with a good view.
outOfDomain	is it considered to be a good value for the money?
outOfDomain	May I check if they have good views?
outOfDomain	Yes, are the bathrooms there clean?
outOfDomain	May I check if they have clean bathrooms in their rooms?
outOfDomain	Is the room really clean there?
outOfDomain	How is the view from the room?
outOfDomain	I forgot to ask for a room with good view.
outOfDomain	Can you tell me if they clean the bathroom after each rental?
outOfDomain	Do you know if the hotel have a big room?
outOfDomain	What type of view do the rooms here offer?
outOfDomain	Is the staff nice to people?
outOfDomain	Is this hotel in a good location?
outOfDomain	Does that hotel come with really big rooms?
outOfDomain	Is the Acorn guest house a good value for the money?
outOfDomain	What kind of breakfast options are available I like a really good options?
outOfDomain	Is this a place with a good location?
outOfDomain	does this place have good breakfast options?
outOfDomain	I prefer a bigger room.
outOfDomain	Do the rooms in this hotel have good views?
outOfDomain	Does the hotel offer a good view from its rooms?
outOfDomain	Does this place have a friendly staff?
outOfDomain	Matters does it have a view of the ocean?
outOfDomain	Yes, can you tell me if they have comfortable beds?
outOfDomain	Do they have clean bathrooms?
outOfDomain	Sounds good, but does it have a comfortable bed?
outOfDomain	Does the Gonville Hotel have clean bathrroms?
outOfDomain	Does this place have a big room?
outOfDomain	How is the location for the Ashley Hotel?
outOfDomain	Actually what is a better value hotel between two?
outOfDomain	Do you know the size of the rooms there?  I want to stay in a big space.
outOfDomain	Yes, do you know if the bathrooms are clean?
outOfDomain	Is the bed there known to be comfortable?
outOfDomain	Do they have clean bathrooms?
outOfDomain	Which of them has the more comfortable beds?
outOfDomain	Does this place have good value for the money I will be spending?
outOfDomain	Does this place have a friendly staff?
outOfDomain	Does it have a good location? Because that is a requirement for me.
outOfDomain	Does it have good breakfast options?
outOfDomain	Does Acorn Guest House have clean bathrooms?
outOfDomain	Do they have good breakfast options?
outOfDomain	Does the place have strong water pressure in the shower?
outOfDomain	Which place has great views from the room?
outOfDomain	First can you tell me whether or not the rooms in the el shaddai are cleaned daily?
outOfDomain	What are their breakfast options?
outOfDomain	How are the showers there?
outOfDomain	Are they quiet places?
outOfDomain	Is this hotel a good value for the money?
outOfDomain	I need to know what their breakfast options are?
outOfDomain	I have a question. Is the Avalon a quiet hotel?
outOfDomain	Is it in a good location?
outOfDomain	Is Allenbell in a good location?
outOfDomain	What about the room? Is the bed nice and comfy?
outOfDomain	Is the staff friendly here?
outOfDomain	Does it have good breakfast options?
outOfDomain	I'd also like to know if it is quiet.
outOfDomain	Are there good breakfast options at the Ashley?
outOfDomain	Are their restrooms clean?
outOfDomain	Does the shower have strong water pressure?
outOfDomain	Can you tell me if they have comfortable beds?
outOfDomain	Can you please verify that it will have a good location?
outOfDomain	Is it in a good location?
outOfDomain	Are the rooms clean there?
outOfDomain	Do they have big rooms available?
outOfDomain	Does Finches have good breakfast options?
outOfDomain	Can you confirm if that is a quiet place to stay?
outOfDomain	Can you tell me if the internet connection is good there?
outOfDomain	In your opinion, whould I get the best bang for my buck from this place?
outOfDomain	Are the staff nice there?
outOfDomain	Also, I need a larger room.
outOfDomain	Does it have comfortable beds?
outOfDomain	Does the lensfield hotel have good breakfast options?
outOfDomain	Do the rooms have comfortable beds there?
outOfDomain	Do you know if the rooms there are big?
outOfDomain	Does this place have big guest rooms?
outOfDomain	Do you know if this bed and breakfast have big rooms?
outOfDomain	Does it have comfortable beds?
outOfDomain	Is the Cambridge Belfry a quiet hotel?
outOfDomain	is the Avalon conveniently located?
outOfDomain	Is it a quiet area at the Acorn Guest house?
outOfDomain	First I would like to know if their beds are comfortable?
outOfDomain	Is it a quiet place?
outOfDomain	Do either of those places have large rooms?
outOfDomain	Does the hotel often have clean bathrooms?
outOfDomain	How stable is the internet connection there?
outOfDomain	Is that hotel a good value for the price?
outOfDomain	What about the beds, are they comfortable?
outOfDomain	I really want a guesthouse with friendly staff, does Rosa's have that do you know?
outOfDomain	Does Allenbell have rooms with a good view?
outOfDomain	Could you tell me if they have clean rooms?
outOfDomain	I really want a place that is located in a good area. Do you think this guest house does?
outOfDomain	I'm not picky but the room must be clean.
outOfDomain	Before you do, does the hotel offer a good location?
outOfDomain	Which one of these has a good breakfast?
outOfDomain	How is the location in the area?
outOfDomain	Does this hotel have friendly staff?
outOfDomain	That depends. Is it a good value for the money?
outOfDomain	Is it a good value?
outOfDomain	Do any of those places employ a friendly staff?
outOfDomain	Do you know if their rooms are clean?
outOfDomain	How is the water pressure in the shower?
outOfDomain	Can you tell me if there is a good view from the room there?
outOfDomain	how are the breakfast options there?
outOfDomain	Is Autumn house in a good location?
outOfDomain	Are the bathrooms in good clean condition?
outOfDomain	Could you tell me if they have an ideal location?
outOfDomain	Can I get a room with a good view?
outOfDomain	Does that hotel have a stable internet connection?
outOfDomain	Does it have rooms with good views?
outOfDomain	Do they have stable internet connection?
outOfDomain	Do you know if they have clean rooms there?
outOfDomain	I want to know if the Hobsons house has friendly staff
outOfDomain	Is this the best value for what you get?
outOfDomain	Does the guesthouse have a clean bathroom available?
outOfDomain	Do you know if they have a friendly staff?
outOfDomain	Are the rooms there big?
outOfDomain	Are the rooms clean?
outOfDomain	Is it going to be a loud place?
outOfDomain	What about cleanliness? I want to stay somewhere that's clean.
outOfDomain	Could you tell me if they have friendly staff?
outOfDomain	Are the rooms big here?
outOfDomain	Does this place offer good breakfast options?
outOfDomain	Do they offer breakfast?
outOfDomain	Does this hotel have clean bathrooms?
outOfDomain	I prefer a bigger room. Does this place have one?
outOfDomain	Oh, are the rooms clean there?
outOfDomain	How strong is the water pressure there?
outOfDomain	Please check what they offer in terms of breakfast options?
outOfDomain	Can you tell me first if the staff are friendly?
outOfDomain	Does this place have good breakfast options?
outOfDomain	Are the bathrooms at the Acorn clean?
outOfDomain	Does this hotel offer good breakfast options?
outOfDomain	Will I have a good view from this room?
outOfDomain	Does the hotel have clean bathrooms?
outOfDomain	Yes, as long as they have strong water pressure for the shower.
outOfDomain	Does the bathroom have strong water pressure in shower?
outOfDomain	What is the location of the belfry? I don't want to be in a shady place.
outOfDomain	Is it located in a good place in the city?
outOfDomain	Does it provide a good value for the money?
outOfDomain	Are you able to verify that they have good breakfast options?
outOfDomain	May I check if they have friendly staff members?
outOfDomain	Is there a strong internet connection there?
outOfDomain	Does Hobsons House come with comfortable beds?
outOfDomain	Do they have good breakfast options?
outOfDomain	Does the hotel also come with a clean bathroom?
outOfDomain	Does it have a good area for travellers?
outOfDomain	Does this place have strong water pressure in the showers?
outOfDomain	Does the acorn guest house have clean rooms?
outOfDomain	How clean are the rooms at this guesthouse?
outOfDomain	Do they have comfortable beds?
outOfDomain	Do you know if the beds are comfortable?
outOfDomain	I want comfortable only, will this do?
outOfDomain	Does the hotel have good breakfast options?
outOfDomain	Not yet, does it have comfortable beds?
outOfDomain	I need a place with strong water pressure. Does it have that?
outOfDomain	Do they have a clean restroom?
outOfDomain	Does this place have comfortable beds?
outOfDomain	Does this place have a friendly staff?
outOfDomain	Are the bathrooms typically kept clean there?
outOfDomain	I am looking for a good location, is this hotel in a central location?
outOfDomain	Is this a place with a good value for the money?
outOfDomain	I need to make sure the bathrooms are clean.
outOfDomain	Can you telle if they clean the room before a new guest arrives?
outOfDomain	How comfortable is the bed there?
outOfDomain	How is the water pressure at The Alexander B&B?
outOfDomain	Can you help me find a place where I can get a good value for the money?
outOfDomain	Is allenbell a good value for the money?
outOfDomain	I just wanna know if they have large rooms?
outOfDomain	Does this place have a nice view from the room?
outOfDomain	Is the water pressure strong?
outOfDomain	Do they have any large rooms available?
outOfDomain	Are the bathrooms clean here?
outOfDomain	Is The Lensfield Hotel a quiet hotel?
outOfDomain	Does the Ashley hotel have comfortable beds?
outOfDomain	Does the room come with a clean bathroom?
outOfDomain	Is this hotel equipped with clean rooms?
outOfDomain	Does the hotel have cleanly rooms available?
outOfDomain	Does this place have clean bathrooms?
outOfDomain	Is the water pressure high there?
outOfDomain	Is their staff friendly?
outOfDomain	How would you rate the cleanliness of their bathrooms?
outOfDomain	Are the rooms clean at the Acorn guest house?
outOfDomain	Also, are there many nearby dining options for breakfast?
outOfDomain	Is A and B guest house in a quiet part of town?
outOfDomain	Would you please verify that they have a good location?
outOfDomain	Which have friendly staff?
outOfDomain	Is the internet reliable at the Huntingdon Marriot?
outOfDomain	Is the hotel a quiet place overall?
outOfDomain	Does this hotel have good breakfast options?
outOfDomain	Sure does it have strong water pressure in the shower?
outOfDomain	Can I get a room with a good view?
outOfDomain	Is the bathroom nice and clean there?
outOfDomain	Are they known for their clean rooms?
outOfDomain	Is that a good location?
outOfDomain	What are the staffs like? Do they have good reviews for service quality?
outOfDomain	Does this place have a big room?
outOfDomain	Is it a good value?
outOfDomain	Are their bathrooms clean as 5 star hotels?
outOfDomain	Are the rooms kept clean?
outOfDomain	Do they have new comfy mattresses in their rooms?
outOfDomain	Am I allowed to ask for a big room?
outOfDomain	How is the internet connection?
outOfDomain	Is the A and B guest house considered to be in a good location?
outOfDomain	I would like to know first if the Limehouse has lots of breakfast options?
outOfDomain	Which has more comfortable beds?
outOfDomain	Does it offer good value for the money?
outOfDomain	Is the Ashley hotel in a quiet place?
outOfDomain	I would like a place with good breakfast options. What are the breakfast options at this hotel?
outOfDomain	Do you know if the bathrooms there are clean?
outOfDomain	Can you tell me what the views from the room will be like? I want amazing views!
outOfDomain	May I check if they have a friendly staff?
outOfDomain	Does this place have good breakfast options?
outOfDomain	Can I expect strong water pressure in the shower?
outOfDomain	Is it quiet there? I'm looking for accommodations somewhere quiet, please.
outOfDomain	Does the place have a comfortable bed to sleep in?
outOfDomain	Can you confirm that the shower water pressure is strong?
outOfDomain	Can you tell me if the view from the room is nice?
outOfDomain	Are the rooms clean at Lovell Lodge?
outOfDomain	Are the beds comfortable?
outOfDomain	Are the rooms kept clean there?
outOfDomain	does this place have good breakfast options?
outOfDomain	Does this place have clean bathrooms?
outOfDomain	Does this place have comfortable beds?
outOfDomain	How big are the rooms there I'd like a big room?
outOfDomain	is it quiet or not?
outOfDomain	Is the room spacious?
outOfDomain	Is that one in a quiet location?
outOfDomain	Is it a quiet place?
outOfDomain	Is this place in a good location?
outOfDomain	Which one of these has the strongest water pressure for a shower?
outOfDomain	Is the centre considered to be a good location?
outOfDomain	Is it located in a good location?
outOfDomain	Does it have a good view?
outOfDomain	Does this place have stable internet connections?
outOfDomain	Do they have friendly staff?
outOfDomain	Before I do, does either hotel offer friendly staff?
outOfDomain	Out of these three options, which hotel has the most comfortable beds?
outOfDomain	Is it quiet at the Ashley?
outOfDomain	Does this have a good location?
outOfDomain	Is there strong water pressure there?
outOfDomain	What is the view like from the window?
outOfDomain	Does it have clean bathrooms?
outOfDomain	Does this place have comfortable beds?
outOfDomain	Is there a good and stable internet connection at this location?
outOfDomain	Does this place offer a good view from my room?
outOfDomain	Is the bathroom tidy there?
outOfDomain	Are the rooms there clean?
outOfDomain	Is this a place with a good location?
outOfDomain	Does the Huntingdon Marriot Hotel have friendly staff?
outOfDomain	Can you make sure the room is spick and span?
outOfDomain	How cleanly are the rooms that are offered with Home from Home?
outOfDomain	Is that location a good value for the money I will spend on it?
outOfDomain	Can you find the info if the hotel has a large room?
outOfDomain	Before you do, does the hotel offer a good value for money?
outOfDomain	Does the Gonville Hotel have clean rooms available?
outOfDomain	Can you please verify that it will have good breakfast options?
outOfDomain	How are the beds there?  Are they comfortable?
outOfDomain	Is the water pressure in the shower strong?
outOfDomain	Do they offer big rooms?
outOfDomain	How comfortable are their beds?
outOfDomain	Does this place have big rooms?
